idbook,title,author,language,code,section,description,physical_state,status,price
237,CUENTOS DE MISTERIO TOMO 20,EDGAR ALLAN POE,ESPAÑOL,4337,LG,MISTERIO,,1,0
238,CUENTOS DE MISTERIO TOMO 14,EDGAR ALLAN POE,ESPAÑOL,4338,LG,MISTERIO,,1,0
239,CUENTOS DE MISTERIO TOMO 10,EDGAR ALLAN POE,ESPAÑOL,4339,LG,MISTERIO,,1,0
240,CUENTOS DE MISTERIO TOMO 8,EDGAR ALLAN POE,ESPAÑOL,4340,LG,MISTERIO,,1,0
241,CUENTOS DE MISTERIO TOMO 17,EDGAR ALLAN POE,ESPAÑOL,4341,LG,MISTERIO,,1,0
242,CUENTOS DE MISTERIO TOMO 21,EDGAR ALLAN POE,ESPAÑOL,4342,LG,MISTERIO,,1,0
243,CUENTOS DE MISTERIO TOMO 25,EDGAR ALLAN POE,ESPAÑOL,4343,LG,MISTERIO,,1,0
244,CUENTOS DE MISTERIO TOMO 22,EDGAR ALLAN POE,ESPAÑOL,4344,LG,MISTERIO,,1,0
245,CUENTOS DE MISTERIO TOMO 6,EDGAR ALLAN POE,ESPAÑOL,4345,LG,MISTERIO,,1,0
246,CUENTOS DE MISTERIO TOMO 15,EDGAR ALLAN POE,ESPAÑOL,4346,LG,MISTERIO,,1,0
247,CUENTOS DE MISTERIO TOMO 18,EDGAR ALLAN POE,ESPAÑOL,4347,LG,MISTERIO,,1,0
248,CUENTOS DE MISTERIO TOMO 1,EDGAR ALLAN POE,ESPAÑOL,4348,LG,MISTERIO,,1,0
249,CUENTOS DE MISTERIO TOMO 3,EDGAR ALLAN POE,ESPAÑOL,4349,LG,MISTERIO,,1,0
250,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4350,LG,DRAMA,,1,0
251,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4200221,LG,DRAMA,,1,0
252,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4352,LG,DRAMA,,1,0
253,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4200219,LG,DRAMA,,1,0
254,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4200215,LG,DRAMA,,1,0
255,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4355,LG,DRAMA,,1,0
256,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4356,LG,DRAMA,,1,0
257,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4200217,LL,APRENDIZAJE,,1,0
258,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4200218,LG,DRAMA,,1,0
259,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4359,LG,DRAMA,,1,0
260,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4360,LG,DRAMA,,1,0
261,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4200223,LG,DRAMA,,1,0
262,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4362,LG,DRAMA,,1,0
263,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4200222,LG,DRAMA,,1,0
264,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4364,LG,DRAMA,,1,0
265,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4365,LG,DRAMA,,1,0
266,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4366,LG,DRAMA,,1,0
267,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4200216,LG,DRAMA,,1,0
268,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4368,LG,DRAMA,,1,0
269,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4369,LG,DRAMA,,1,0
270,LA ILÍADA,HOMERO,ESPAÑOL,4370,LG,CABALLERIA Y AVENTURA,,1,0
271,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4200220,LG,DRAMA,,1,0
272,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4371,LG,DRAMA,,1,0
273,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4373,LG,DRAMA,,1,0
274,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4374,LG,DRAMA,,1,0
275,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4375,LG,DRAMA,,1,0
276,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4376,LG,DRAMA,,1,0
277,LA EXTRAÑA DAMA INGLESA,ELIECER CARDENAS,ESPAÑOL,4377,LG,DRAMA,,1,0
278,LAS CRUCES SOBRE EL AGUA,JOAQUIN GALLEGOS LARA,ESPAÑOL,4379,LG,DRAMA,,1,0
279,LAS CRUCES SOBRE EL AGUA,JOAQUÍN GALLEGOS LARA,ESPAÑOL,4380,LL,DRAMA,,1,0
280,LAS CRUCES SOBRE EL AGUA,JOAQUIN GALLEGOS LARA,ESPAÑOL,4381,LG,DRAMA,,1,0
281,LAS CRUCES SOBRE EL AGUA,JOAQUÍN GALLEGOS LARA,ESPAÑOL,4384,LL,MISTERIO,,1,0
282,LAS CRUCES SOBRE EL AGUA,JOAQUIN GALLEGOS LARA,ESPAÑOL,4387,LG,DRAMA,,1,0
283,LAS CRUCES SOBRE EL AGUA,JOAQUIN GALLEGOS LARA,ESPAÑOL,4388,LG,DRAMA,,1,0
284,TARTUFO,MOLIERE,ESPAÑOL,4389,LG,TEATRO,,1,0
285,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4389,LG,AVENTURA,,1,0
286,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4390,LG,AVENTURA,,1,0
287,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4391,LG,AVENTURA,,1,0
288,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4392,LG,AVENTURA,,1,0
289,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4393,LG,AVENTURA,,1,0
290,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4395,LG,AVENTURA,,1,0
291,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4396,LG,AVENTURA,,1,0
292,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4397,LG,AVENTURA,,1,0
293,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4399,LG,AVENTURA,,1,0
294,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4400,LG,AVENTURA,,1,0
295,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4401,LG,AVENTURA,,1,0
296,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4404,LG,AVENTURA,,1,0
297,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4405,LG,AVENTURA,,1,0
298,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4406,LG,AVENTURA,,1,0
299,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4407,LG,AVENTURA,,1,0
300,INVISIBILIFU,FRANCISCO DELGADO SANTOS,ESPAÑOL,4408,LG,AVENTURA,,1,0
301,TERESA,ARMANDO JOSÉ SEQUERA,ESPAÑOL,4425,LG,AVENTURA,,1,0
302,AURA,CARLOS FUENTES,ESPAÑOL,4429,LG,MISTERIO,,1,0
303,AURA,CARLOS FUENTES,ESPAÑOL,4430,LG,MISTERIO,,1,0
304,AURA,CARLOS FUENTES,ESPAÑOL,4432,LG,MISTERIO,,1,0
305,AURA,CARLOS FUENTES,ESPAÑOL,4433,LG,MISTERIO,,1,0
306,AURA,CARLOS FUENTES,ESPAÑOL,4434,LG,MISTERIO,,1,0
307,AURA,CARLOS FUENTES,ESPAÑOL,4435,LG,MISTERIO,,1,0
308,AURA,CARLOS FUENTES,ESPAÑOL,4436,LG,MISTERIO,,1,0
309,AURA,CARLOS FUENTES,ESPAÑOL,4437,LG,MISTERIO,,1,0
310,AURA,CARLOS FUENTES,ESPAÑOL,4438,LG,MISTERIO,,1,0
311,AURA,CARLOS FUENTES,ESPAÑOL,4439,LG,MISTERIO,,1,0
312,DIARIO ANA FRANK,ANA FRANK,ESPAÑOL,4441,LL,VIDA REAL,,1,0
313,DIARIO ANA FRANK,ANA FRANK,ESPAÑOL,4442,LL,VIDA REAL,,1,0
314,DIARIO ANA FRANK,ANA FRANK,ESPAÑOL,4444,LL,VIDA REAL,,0,0
315,DIARIO ANA FRANK,ANA FRANK,ESPAÑOL,4445,LL,VIDA REAL,,1,0
316,DIARIO ANA FRANK,ANA FRANK,ESPAÑOL,4446,LG,VIDA REAL,,0,0
317,DIARIO ANA FRANK,ANA FRANK,ESPAÑOL,4448,LL,VIDA REAL,,1,0
318,DIARIO ANA FRANK,ANA FRANK,ESPAÑOL,4449,LL,VIDA REAL,,1,0
319,DIARIO ANA FRANK,ANA FRANK,ESPAÑOL,4451,LG,VIDA REAL,,1,0
320,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4452,LG,AVENTURA,,1,0
321,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4453,LG,AVENTURA,,1,0
322,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4454,LG,AVENTURA,,1,0
323,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4455,LG,AVENTURA,,1,0
324,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4456,LG,AVENTURA,,1,0
325,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4457,LG,AVENTURA,,1,0
326,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4458,LG,AVENTURA,,1,0
327,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4459,LG,AVENTURA,,1,0
328,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4460,LG,AVENTURA,,1,0
329,CRONICAS INTRTERRESTRES,NEY YEPEZ CORTES,ESPAÑOL,4461,LG,APRENDIZAJE,,1,0
330,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4200170,LG,AVENTURA,,1,0
331,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4463,LG,AVENTURA,,1,0
332,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4464,LG,AVENTURA,,1,0
333,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4465,LG,AVENTURA E HISTORIA,,1,0
334,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4466,LG,AVENTURA E HISTORIA,,1,0
335,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4467,LG,AVENTURA E HISTORIA,,1,0
336,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4468,LG,AVENTURA E HISTORIA,,1,0
337,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4469,LG,AVENTURA E HISTORIA,,1,0
338,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4470,LG,AVENTURA E HISTORIA,,1,0
339,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4471,LG,AVENTURA E HISTORIA,,1,0
340,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4472,LG,AVENTURA E HISTORIA,,1,0
341,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4473,LG,AVENTURA E HISTORIA,,1,0
342,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4474,LG,AVENTURA E HISTORIA,,1,0
343,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4475,LG,AVENTURA E HISTORIA,,1,0
344,PERDIDOS EN EL CHIMBORAZO,MARIANA FALCONI,ESPAÑOL,4476,LG,AVENTURA E HISTORIA,,1,0
345,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4477,LG,RECUERDOS,,1,0
346,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4478,LG,RECUERDOS,,1,0
347,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4479,LG,RECUERDOS,,1,0
348,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4480,LG,RECUERDOS,,1,0
349,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4482,LG,RECUERDOS,,1,0
350,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4483,LG,RECUERDOS,,1,0
351,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4484,LG,RECUERDOS,,1,0
352,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4485,LG,RECUERDOS,,1,0
353,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4486,LG,RECUERDOS,,1,0
354,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4487,LG,RECUERDOS,,1,0
355,CINCO CERDITOS,AGATHA CHRISTIE,ESPAÑOL,4489,LG,RECUERDOS,,1,0
356,EL PSÍQUICO,HENRY BAX,ESPAÑOL,4200197,LG,MISTERIO,,1,0
357,EL PSÍQUICO,HENRY BAX,ESPAÑOL,4200195,LG,MISTERIO,,1,0
358,EL PSÍQUICO,HENRY BAX,ESPAÑOL,4200193,LG,MISTERIO,,1,0
359,EL PSÍQUICO,HENRY BAX,ESPAÑOL,4200194,LG,MISTERIO,,1,0
360,EL PSÍQUICO,HENRY BAX,ESPAÑOL,4200192,LG,MISTERIO,,1,0
361,EL PSÍQUICO,HENRY BAX,ESPAÑOL,4200198,LG,MISTERIO,,1,0
362,EL PSÍQUICO,HENRY BAX,ESPAÑOL,4200202,LG,MISTERIO,,1,0
363,EL PSÍQUICO,HENRY BAX,ESPAÑOL,4200196,LG,MISTERIO,,1,0
364,EL PSÍQUICO,HENRY BAX,ESPAÑOL,4200199,LG,MISTERIO,,1,0
365,EL PSÍQUICO,HENRY BAX,ESPAÑOL,4502,LG,MISTERIO,,1,0
366,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4503,LG,DRAMA,,1,0
367,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4504,LG,DRAMA,,1,0
368,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4506,LG,DRAMA,,1,0
369,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4507,LG,DRAMA,,1,0
370,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4508,LG,DRAMA,,1,0
371,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4509,LG,DRAMA,,1,0
372,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4510,LG,DRAMA,,1,0
373,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4511,LG,DRAMA,,1,0
374,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4512,LG,DRAMA,,1,0
375,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4514,LG,DRAMA,,1,0
376,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4515,LG,DRAMA,,1,0
377,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4516,LG,DRAMA,,1,0
378,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4519,LG,DRAMA,,1,0
379,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4520,LG,DRAMA,,1,0
380,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4521,LG,DRAMA,,1,0
381,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4522,LG,DRAMA,,1,0
382,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4523,LG,DRAMA,,1,0
383,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4524,LG,DRAMA,,1,0
384,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4525,LG,ANTOLOGÍA,,1,0
385,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4526,LG,ANTOLOGÍA,,1,0
386,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4527,LG,ANTOLOGÍA,,1,0
387,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4528,LG,ANTOLOGÍA,,1,0
388,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4529,LG,ANTOLOGÍA,,1,0
389,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4530,LG,ANTOLOGÍA,,1,0
390,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4531,LG,ANTOLOGÍA,,1,0
391,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4532,LG,ANTOLOGÍA,,1,0
392,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4533,LG,ANTOLOGÍA,,1,0
393,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4534,LG,ANTOLOGÍA,,1,0
394,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4535,LL,POESIA,,1,0
395,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4536,LG,ANTOLOGÍA,,1,0
396,BREVE ANTOLOGÍA POÉTICA,ESKELETRA EDITORIAL,ESPAÑOL,4537,LG,ANTOLOGÍA,,1,0
397,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4538,LG,ANTOLOGÍA,,1,0
398,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4539,LG,ANTOLOGÍA,,1,0
399,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4541,LG,ANTOLOGÍA,,1,0
400,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4542,LG,ANTOLOGÍA,,1,0
401,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4543,LG,ANTOLOGÍA,,1,0
402,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4544,LG,ANTOLOGÍA,,1,0
403,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4545,LG,ANTOLOGÍA,,1,0
404,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4546,LG,ANTOLOGÍA,,1,0
405,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4546,LG,CABALLERIA Y AVENTURA,,1,0
406,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4547,LG,ANTOLOGÍA,,1,0
407,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4548,LG,ANTOLOGÍA,,1,0
408,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4549,LG,ANTOLOGÍA,,1,0
409,ES HERIDA QUE DUELE Y NO SE SIENTE,CÉSAR ARÍSTIDES,ESPAÑOL,4550,LG,ANTOLOGÍA,,1,0
410,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4551,LG,CABALLERIA Y AVENTURA,,1,0
411,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4552,LG,CABALLERIA Y AVENTURA,,1,0
412,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4554,LG,CABALLERIA Y AVENTURA,,1,0
413,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4555,LG,CABALLERIA Y AVENTURA,,1,0
414,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4557,LG,CABALLERIA Y AVENTURA,,1,0
415,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4558,LG,CABALLERIA Y AVENTURA,,1,0
416,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4561,LG,CABALLERIA Y AVENTURA,,1,0
417,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4562,LG,CABALLERIA Y AVENTURA,,1,0
418,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4564,LG,CABALLERIA Y AVENTURA,,1,0
419,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4565,LG,CABALLERIA Y AVENTURA,,1,0
420,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4566,LG,CABALLERIA Y AVENTURA,,1,0
421,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4567,LG,CABALLERIA Y AVENTURA,,1,0
422,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4568,LG,CABALLERIA Y AVENTURA,,1,0
423,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4569,LG,CABALLERIA Y AVENTURA,,1,0
424,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4570,LG,TRADICION,,1,0
425,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4571,LG,TRADICION,,1,0
426,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4572,LG,TRADICION,,1,0
427,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4573,LG,TRADICION,,1,0
428,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4574,LG,TRADICION,,1,0
429,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4575,LG,TRADICION,,1,0
430,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4576,LG,TRADICION,,1,0
431,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4577,LG,TRADICION,,1,0
432,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4578,LG,TRADICION,,1,0
433,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4579,LG,TRADICION,,1,0
434,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4580,LG,TRADICION,,1,0
435,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4581,LG,TRADICION,,1,0
436,LA CIUDAD INCA DE QUITO,VARIOS AUTORES,ESPAÑOL,4582,LG,TRADICION,,1,0
437,SIMÓN BOLÍVAR EL LIBERTADOR,JORGE NÚÑEZ,ESPAÑOL,4583,LG,HISTORIA,,1,0
438,SIMÓN BOLÍVAR EL LIBERTADOR,JORGE NÚÑEZ,ESPAÑOL,4585,LG,HISTORIA,,1,0
439,SIMÓN BOLÍVAR EL LIBERTADOR,JORGE NÚÑEZ,ESPAÑOL,4593,LG,HISTORIA,,1,0
440,SIMÓN BOLÍVAR EL LIBERTADOR,JORGE NÚÑEZ,ESPAÑOL,4595,LG,HISTORIA,,1,0
441,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4596,LG,AVENTURA,,1,0
442,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4597,LG,AVENTURA,,1,0
443,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4598,LG,AVENTURA,,1,0
444,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4599,LG,AVENTURA,,1,0
445,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4600,LG,AVENTURA,,1,0
446,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4602,LG,AVENTURA,,1,0
447,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4603,LG,AVENTURA,,1,0
448,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4604,LG,AVENTURA,,1,0
449,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4605,LG,AVENTURA,,1,0
450,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4606,LG,AVENTURA,,1,0
451,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4608,LG,AVENTURA,,1,0
452,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4609,LG,AVENTURA,,1,0
453,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4610,LG,AVENTURA,,1,0
454,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4611,LG,AVENTURA,,1,0
455,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4613,LG,AVENTURA,,1,0
456,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4614,LG,CABALLERIA Y AVENTURA,,1,0
457,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4614,LG,AVENTURA,,1,0
458,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4615,LG,AVENTURA,,1,0
459,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4616,LG,AVENTURA,,1,0
460,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4617,LG,DRAMA,,1,0
461,CULTURA ESTETICA,ANONIMO,ESPAÑOL,4622,D,APRENDIZAJE,,1,0
462,HISTORIAS DEL PAÍS DE QUITO,JORGE NÚÑEZ,ESPAÑOL,4629,LL,TRADICIONES,,1,0
463,EL NIÑO CON EL PIJAMA DE RAYAS,JOHN BOYNE,ESPAÑOL,4630,LG,HISTORIA,,1,0
464,CORAZÓN,EDITORIAL ANDRÉS BELLO,ESPAÑOL,4631,LL,AMOR,,1,0
465,EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4633,LG,AVENTURA,,1,0
466,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4634,LG,AVENTURA,,1,0
